	aneu	text	label	insulte	grau	rol	tipus	insults
442	tweet94_1234912697138995201	@laSextaTV Q puto fàstic doneu. Prompte se us acabar la ganga. Periogolfos	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['puto fàstic doneu', 'Periogolfos']
1660	tweet29_1235299479353511937	@IreneMontero Quan les dones criden això pel carrer, és que no han arribat todava a la majora d'edat perquè són unes niatas.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['niatas']
413	tweet52_1234848472341393416	@laSextaTV @cayetanaAT Q pena q en PP no hi haja mes persones com la teua . Eres gran perquè defenses i mestresses la llibertat . Ho tens tot en contra : distingida; intel·ligent; culta .... sense complexos i dona. Anime i no defallisques !	NOVIOLENTO	NO				[]
1473	tweet39_1235241338737741827	"@IreneMontero Si però habra que dir-ho d'una altra manera. Jo ho deixara en ""soles"" sense ms. El cmo és cosa de cadascuna. No és bo restringir suports a les reivindicacions."	NOVIOLENTO	NO				[]
204	tweet39_1234931722644525056	@laSextaTV @cayetanaAT FOTRE ALMENYS AMB  EL FRARE ENS DESCOJONBAMOS,AMB AQUESTA HAUREM D'AGUANTAR EN ESPAA LA POLTICA SUDAKA MES PESTILENT I ÉS QUE EL PPODRIDO NOMÉS SAP IMPORTAR PORQUERA	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['SUDAKA', 'PESTILENT', 'PPODRIDO']
2578	tweet90_1234974108288348160	@laSextaTV @cayetanaAT Cayetana val molt i el sabis, sectareos. Ferreras, tranqui,tronc.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sectareos']
1459	tweet14_988937512675495941	Puta que deshonra els orgull Llatins. #margaros #puto #maricon https://t.co/dznrwfgju5	VIOLENT	SI	MODERAT	EXECUTOR	HOMOFOBA	['Puta', 'deshonra', 'puta', 'maricon']
1627	tweet86_1234833325682036737	@laSextaTV @cayetanaAT Jo estic totalment d'acord amb Cayetana. La SEXTA és ultra sectària	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ultra sectària']
1264	tweet84_1592195131863699456	@Monica_Garcia_G t'ho he dit diverses vegades,l'amor i l'odi estan molt proximos,deixa aqueixos odis d'una puta vegada i vaig donar a ayuso que la mestresses amb tot el teu ser,coo	NOVIOLENTO	SI				['puta vegada', 'coo']
2100	tweet47_1235200818959310849	"@IreneMontero ""Quan les dones criden als carrers"" amb sort algú les denuncia per fer soroll"	NOVIOLENTO	NO				[]
758	tweet10_1235298069803040769	@IreneMontero Rebaixar la condemna dels violadors en una Llei per a les mates és rerse de les dones. #SolaYBorracha	NOVIOLENTO	NO				[]
1215	tweet31_1591339826552672257	@JOSEMANUELSOTO1 Puta demagògia, i tot per no dir que a Madrid l'Ayuso s'est carregant la sanitat pblica, Soto és un miserable	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['Puta', 's'est carregant', 'és un miserable']
1414	tweet56_1234937899168272384	@laSextaTV Grnde Cayetana.	NOVIOLENTO	NO				[]
859	tweet71_989730436111679489	@AndreaMejia0912 Si vols el pblico complet? Jajajajaja #NadieTeQuiere	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['NadieTeQuiere']
631	tweet31_1235320045691117576	@IreneMontero La realitat és que el malament existeix. Tenim el dret al fet que el mal no existisca i a no prendre, per tant, cap precaucin en cap circumstància? Clar! I a un Ferrari, tambin!	NOVIOLENTO	NO				[]
698	tweet30_1235298555696472064	@IreneMontero I t consideres que això és feminisme?????	NOVIOLENTO	NO				[]
2634	tweet78_1234970649115820034	@laSextaTV @cayetanaAT @cayetanaAT em representa!	NOVIOLENTO	NO				[]
2403	tweet21_1235130699969171456	@laSextaTV Si creu que ha de criticar-la, l'honest és que ho faça.	NOVIOLENTO	NO				[]
513	tweet82_1592413885818372098	@victorgdlv Per a Almeida: carapolla i per a Ayuso: ANADA, assassina i puta. No són insults, són uns cariosos sobrenoms de l'esquerra.	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['carapolla', 'assassina', 'puta']
231	tweet83_1235479241040572416	@IreneMontero Es pot ser mes simple???	NOVIOLENTO	NO				[]
1448	tweet99_1235266135722995712	@laSextaTV I molt bé que fa !! Jo amb tu Cayetana.	NOVIOLENTO	NO				[]
1360	tweet88_1591543881610436610	Unnime, diu. Els madrileos estem amb Ayuso per majora absoluta i cada vegada ens donen ms fàstic els roig, els sanitaris parsitos i, en general, els funcionaris. https://t.co/m5awjodwgv	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ms fàstic', 'parsitos']
2698	tweet79_1234985550592888833	@laSextaTV És lliure d'expressar el que, per cert, pensem milers d'espaoles. All i aigua.	NOVIOLENTO	NO				[]
2626	tweet62_1234960465740095488	@laSextaTV I @laSextaTV rebuscant la foto de lvarez de Toledo que sembla que est fent la salutació Nazi. La Secta és el Ministeri de propaganda del Govern. #CierreTVE	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['La Secta']
49	tweet84_1235398233293312002	@laSextaTV i diu la veritat. Encara que els dolga. la veritat molesta i això es nota en aqueixa casa. Fàstic de lloc.	VIOLENT	SI	MODERAT	PASSIU	ALTRE	['Fàstic de lloc']
2347	tweet53_1593372434375262210	@ionebelarra Aprovar lleis arbitràries, sense tenir ni puta idea, és millor!!, ms vots per a Ayuso i VOX!! https://t.co/hxddwxouor	NOVIOLENTO	SI				['ni puta idea']
2472	tweet27_1234888563679993856	@laSextaTV  ...Cayetana diu el que pensem els Espaoles Constitucionalistes ... #laSECTA  #podridasROBEMOS  #progreSchavistas HUNDIENDOESPAA https://t.co/kamvarmbrh	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['laSECTA', 'podridasROBEMOS', 'progreSchavistas']
2436	tweet69_1235195396089171969	@IreneMontero Per a la prxima llei que ens comencen a castrar i a la següent les cmaras de gas. https://t.co/krywexvsra	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['castrar', 'cmaras de gas']
1348	tweet76_1592169147361890307	@MdeHacienda Clarament. Perquè a Madrid es viu de puta mare, i és enngran part, gràcies a Ayuso, asi que si, seguir el teu consell.	NOVIOLENTO	SI				['de puta mare']
1020	tweet69_1591752719039086592	Parle amb el meu germà i em diu que es va a la manifestacin en contra de la Sanitat (contra Ayuso bsicamente). Em mossegue la llengua, em puja la mala llet pel clatell, avorrisc la seua postura, estic rabiosa... I pel bé de la família m'he de callar. Qu fàstic!!!	VIOLENT	SI	MODERAT	PASSIU	ALTRE	['estic rabiosa', 'Qu fàstic!!!']
1216	tweet33_1593125758687678465	@PGuillermoSerra I la filla de la gran puta d'ayuso haciendole el caldo de cultiu als quals volen guanyar diners amb  això.  I el mateix dic.per a qualsevol politico que no fa les coses pel poble.  Revolucion.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la filla de la gran puta']
33	tweet50_1235261613734846470	@laSextaTV Vostros us tennis que retractar i desaparèixer. #LaSecta	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['desaparèixer', 'LaSecta']
1529	tweet38_1234855114105671681	@laSextaTV @jesumontana Ser perquè té razn	NOVIOLENTO	NO				[]
185	tweet10_1234953312526618625	@laSextaTV Molt bé. Posar la foto q queris per a atacar-la. Perp diu el q pensa la meitat dels espaoles. Habeis promogut a Podemos i a Sanchez.	NOVIOLENTO	NO				[]
1182	tweet93_1235110601484951552	@laSextaTV Bravo Alvarez de Toledo !!!!.... mentides i populisme és el que es fa en la Sexta	NOVIOLENTO	NO				[]
504	tweet71_1591897933422940160	@MarioGarcesSan Puta és un afalac, Ayuso és ms ben homicida.	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['Puta', 'homicida']
2473	tweet29_1234953769588273153	@laSextaTV Retractar-se de qu? De dir la veritat?	NOVIOLENTO	NO				[]
1601	tweet52_1234874810737532931	@laSextaTV I no ho diu ella, ho diem molts. Fins i tot Ferreras reconeix que no és neutral, és el matn de pati de la pandiprogre https://t.co/cntlnkx4ek	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['matn de pati', 'pandiprogre']
1416	tweet59_1234949226016247810	@laSextaTV Estic amb ella	NOVIOLENTO	NO				[]
220	tweet64_1235487666155720709	@laSextaTV @cayetanaAT Com us fot que us diguen la veritat, la llibertat d'expresin que tant proclamis és per a tots.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Com us fot']
2366	tweet75_1591443370815197184	@ignaciobenitop Ayuso és nefasta per a Madrid fàstic d'ayuso	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['nefasta', 'fàstic de']
2171	tweet65_1234962004315721738	@laSextaTV El que diu és palpable i notori	NOVIOLENTO	NO				[]
479	tweet43_1591845016325980160	@Rita_Maestre Els pressupostos són de Sanchez i els podemonguer i del que li donen a Ayuso ella inverteix en sanitat mes que altres comunitats, com a tennis engaada a la poblacin, s'inverteix mes a pagar els interessos del deute publica que en sanitat i ens segus endeutant mes, fa fàstic.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['podemonguer', 'engaada', 'fa fàstic']
2844	tweet1_1235475834275676160	@laSextaTV Si us dóna publicitat gratuïta, pallassos	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	[]
1429	tweet76_1234963911381835776	@laSextaTV No entenc.. es té q retractar de q? Si fins a Ferreras ho diu encantat, sou d'esquerres i comunistes	NOVIOLENTO	NO				[]
2047	tweet67_1235208181288185863	"@IreneMontero Violències masclistes, la nova paraula una vegada que la violència de gnero comença a no donar tants vots. L'altra paraula nova és ""bretxa de gnero"", perquè ja s'ha vist que la bretxa salarial és MENTIDA. Patriarcadoooooo"	NOVIOLENTO	NO				[]
2220	tweet56_1235304742114521090	@IreneMontero Perquè baixar el preu dels cubatas, home ja.	NOVIOLENTO	NO				[]
549	tweet23_1593352247370567681	@RickyRo21782940 @RosaVillacastin I la culpa d'ayuso o de les retallades de la zurdez felona?. Nose ehhh, el dolent dolent és, però per a tots. O el problema sol est a Madrid?. Ahh, i hi ha medicos/as molt fills de la gran puta. Com en la poltica i en l'obra. Un mdico pot curar i matar saps?.	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['molt fills de la gran puta', 'i matar']
1630	tweet91_1234947883939618816	@laSextaTV @cayetanaAT Bravo Cayetana	NOVIOLENTO	NO				[]
981	tweet24_1591860847051419648	@BARBARABELLSA @LaPradera_ @Monica_Garcia_G @Rita_Maestre @javierpadillab Borrega renfe no ho gestiona ayuso. Que fàstic de borregos. https://t.co/k9famo1ev5	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Borrega', 'Que fàstic']
1884	tweet43_1235229266318708737	@IreneMontero T'has saltat el moment en el qual et pregunten sobre les eines que tendran els jutges per a comprovar el si explicite, i respons que, quan no hi ha testimonis, els jutges tendran com a eina als testimonis. Magistral.	NOVIOLENTO	NO				[]
1321	tweet49_1593333877040467973	@ppmadrid @IdiazAyuso Jajajsjsjs....com s'han cercat la vida per a tapar la manifestacin sobre la seua puta gestin de la sanitat... Ayuso est podrida	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['puta gestin', 'est podrida']
260	tweet34_1234854208786063361	@laSextaTV @cayetanaAT Clar q se us veu el plomall , i al FERRERAS li falta dir camarada , no és un mitjà objectiu, q oara un periodista debera ser la seua premissa, de lis ERE han parlat de passada, el major robe d ja democràcia	NOVIOLENTO	NO				[]
136	tweet36_1235188077964005377	@IreneMontero I si ens diuen,lletja vés-te pa casa? Ser agresin sexual?	NOVIOLENTO	NO				[]
2185	tweet88_990778608250642432	Disculpa no perquè et conviden x la teua mama significa que siga work #ridicula	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ridicula']
2200	tweet14_1235499684149542912	@IreneMontero Avorreixes	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Avorreixes']
1916	tweet96_1236248046142439424	@IreneMontero Eres una descerebrada intel·lectual...uses el ministeri per a ridculas festes d cumpleaos treballaràs amb la teua bb sabent q el 99,9 x cent ens és impossible i no ajudes a fomentar la conciliacin Us estis donant ostias d realitat xq les vostres estupideses no valen	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['descerebrada intel·lectual', 'estupideses']
1726	tweet19_1235941749283045376	@laSextaTV @CapigorristaNo8 Poc  us ha dit aquesta seora ... Trossos de merda que és el que sou ...	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Trossos de merda']
2401	tweet19_1234912780446261248	@laSextaTV @cayetanaAT Cayetana sempre en el meu equip!	NOVIOLENTO	NO				[]
2731	tweet30_1235228528062476288	@IreneMontero Ms val que et posares a treballar investigar el que ha passat a les Balears a València i que digueres alguna cosa respecte sobre el marit d'una diputada mostra del vostre partit que ha passat perquè no ho expliques Irene perquè us la callis	NOVIOLENTO	NO				[]
1120	tweet92_1592966204440051712	"@AntonioMautor Aprèn aquesta leccin, portaveu: ""Si votes merda... obtens puta merda"".  De quin és la culpa d'això ara? D'Ayuso, quizs? Vyase a continuar pasturant..."	NOVIOLENTO	SI				['merda', 'puta merda']
1972	tweet64_1592110685697327107	@Francis12333073 Francisco diu qu ayuso els tenen ben posats,pel qu van viure ests persones.Fàstic no el següent https://t.co/58uajkplhe	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fàstic no el següent']
2297	tweet91_1234870431921905665	@laSextaTV Em representa totalment. No ha dit res que no pensem molts des de sempre. Llibertat d'expresin es diu, perquè com no estis acostumats us costa reconèixer-les	NOVIOLENTO	NO				[]
2811	tweet50_1235231727766974467	"@IreneMontero Amb ste qu fem?  El nostre prximo Vicepresident del Govern sobre Maril Montero: ""L'assotara fins que sagne""  https://t.co/37hfptlt4o"	VIOLENT	SI	MODERAT	INFORMATIU	ALTRE	['L'assotara fins que sang']
25	tweet34_1234841780786532352	@laSextaTV @cayetanaAT Tota la razn per a Cayetana. I el meu suport pel seu valenta d'atrevir-se a denunciar-lo alt i clar.	NOVIOLENTO	NO				[]
2056	tweet82_1235198851914625024	@IreneMontero FEM, ESO ÉS EL QUE ERES	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['FEM']
2081	tweet16_1236051074504634372	@laSextaTV La secta és una mentida, i @DebatAlRojoVivo un programa d'adoctrinament.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['secta', 'és una mentida']
378	tweet97_1593195326303006720	@alfonso_ussia @MariaJamardoC La teua eres l'ofès per una pintada que anomenava puta a Ayuso ?	VIOLENT	SI	MODERAT	INFORMATIU	ALTRE	['puta']
1688	tweet66_1234974423196684289	@laSextaTV Ferreras era el cap d'informatius quan Gabilondo va dir això.  Es retractarà ? Perquè d'això fa 16 aos. https://t.co/gk5ffm5b0c	NOVIOLENTO	NO				[]
108	tweet95_1235308407856521217	@IreneMontero Enhorabona pel fem de campaa! https://t.co/zd5cf1affd	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['fem']
915	tweet50_1592215185112301568	"Els de ""la sanitat madrilea és un fàstic la culpa és d'Ayuso"" que li diguen als mdicos d'AP que LES HEPARINES no es poden substituir, que no llancen als pacients contra la farmàcia perquè es cabregen i assortisca l'efecte que la sanitat és KK. +professionals-politica"	VIOLENT	SI	MODERAT	INFORMATIU	POLITICA	['és un fàstic']
519	tweet88_1591948774150373376	Puta ayuso de merda que per la teua culpa i els merdes que et voten no em criden per a operar-me del quist i em dol i estic farta	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Puta', 'de merda', 'els merdes']
31	tweet48_1235192499351715840	"@IreneMontero Perquè fjate qu senzill és dir-ho de la segona manera. Que no calga interpretar res. Que res desve l'atencin. Missatges clars i directes. Aqueix mateix que has escrit: ""Ni cmo vesteixes, ni si has begut, RES justifica o atena una agresin sexual""."	NOVIOLENTO	NO				[]
342	tweet55_1592077867080646657	@libertaddigital A veure, per parts, Ayuso dej morir 7291 ancians, as que això d'assassina és cert. Després, això de la baixa assistència és una puta mentida, que si t'ho proposes trobes les fotos aereas.	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['dej morir', 'assassina', 'puta']
565	tweet40_1591871211214086146	@protest888 @VAlegrame @Monica_Garcia_G Però que collons Ayuso dimisin si el que est passant no és culpa d'aquesta presidenta sinó de la puta màfia de sindicats i molta gent que es rasca els ous sense anar a treballar posant el conte per a estar de baixa . #yoConAyuso #sindicatosLadrones #yoConAyuso	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['que collons', 'la puta màfia', 'sindicatosLadrones']
2765	tweet84_1235491442287620096	@IreneMontero @ATENHEA1 Digues el que digues, et criticaran igual. Mentre et critiquen existeixes...	NOVIOLENTO	NO				[]
2233	tweet81_1235198652278284288	@laSextaTV Bé per Cayetana.....	NOVIOLENTO	NO				[]
241	tweet3_1235165876866953216	@laSextaTV Que continue propagant odi que hi ha coses ms important com destruir coronavirus i no pàtries i les banderes i els egos	NOVIOLENTO	NO				[]
407	tweet45_1234895829586063363	@laSextaTV @cayetanaAT El teu problema de ràbia extrema a tot, és deguda al teu complex pel mal que s'ha portat la mare naturalesa amb tu???? És per a trobar-li un sentit a tanta estupidesa, res ms eh.... de bon rotllo	NOVIOLENTO	NO				[]
597	tweet82_1592523946674753540	@elprogramadear Clar, si el teu portes a aqueixa gent feixista perquè eres com ells.  #ApagaALaQuintana #ApagaElProgramaDeAR Aquesta derechona est a favor d'Ayuso.  Ana Rosa sempre va ser pepera ,però ara ja és que s'ha desbocat i s'ha tirat en braços de la lerda, com el mentider Inda.  Fàstic	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la lerda', 'el mentider', 'Fàstic']
1950	tweet36_1591798164968857601	@pastafariian Al puto  carrer ayuso .....i la resta que prenga note.   No es juga amb la sanitat i l'educacin pblica ....	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Al puto  carrer']
1582	tweet22_1235194680058556417	@IreneMontero Que si fotre !!!! Visca el vi!!!!!!	NOVIOLENTO	SI				['fotre']
1964	tweet54_1591060211460374529	@Monica_Garcia_G Que fàstic dóna llegir-vos. Que pesada eres, copn.  Té la culpa Ayuso que hi ha taraos que agredeixen a dos sanitaris? A veure si tindrà tambin la culpa de la mort de Manolete i no el sabamos. Posa't a treballar, agilipollada	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Que fàstic', 'pesada', 'agilipollada']
856	tweet68_1235370058496393216	@IreneMontero Insistir en l'error en lloc d'esmenar-lo. Han banalitzat el consum d'alcohol i creat una polmica absurda que aparta el focus del que volen dir. RES justifica una violacin. Res justifica que es normalitze la borratxera com diversin des del Govern.	NOVIOLENTO	NO				[]
637	tweet41_1234951203378880512	@laSextaTV Perfecte que no es retracte no estis els de la secta i menys ferreras per a sentir-vos ofencidos	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la secta']
1371	tweet2_1235248131031396352	@IreneMontero No volem que les nostres filles i fills tornen borratxos a casa. Borratxos perden la dignitat,crec que has posat un mal exemple,quan l'alcohol és el drama de moltes famílies,callada ests ms bonica,	VIOLENT	SI	MODERAT	EXECUTOR	MASCLISTA	['callada ests ms bonica']
462	tweet20_1592148416351637504	@Noelia_posse El fracàs és el seu no pot evitar que el veren tots els madrileos i veren que va ser un esitazo fàstic de PP fàstic d'ayuso	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fàstic', 'fàstic']
1146	tweet33_1235320558650355714	"@IreneMontero Arribant a la seua casa ""soles i borratxes"", les dones habrn conquistat tot el que soaban. No és meravellós?"	NOVIOLENTO	NO				[]
914	tweet49_1591863899204497410	Jo no, de debò vull creure que hi ha molta gent engaada o que no s'assabenta   Pensant sobre la lgica sóc incapaç de comprendre que Ayuso tinga quasi majora en vots   És que no ha fet una puta cosa bé, ni ha fet una sola proposta bona https://t.co/0j3eu6f3uy	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['una puta cosa bé']
873	tweet2_1591919069913284608	Són uns sinvergenzas vividors. Si se'ls acaba la ganga es moren del fàstic. La sanitat pblica est fotuda en tota Espaa.  Que augmenten les places de MIR. Això depèn del Govern. Trau s'enterren en el seu llot. Gràcies Ayuso per tots els teus assoliments https://t.co/yg6mtgs6a4	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['Són uns sinvergenzas', 'es moren', 'fàstic', 'Trau s'enterren en el seu llot']
19	tweet25_1235194337199370241	@IreneMontero Jo pensava que les caixeres saban escriure. Però sembla ser que t malgrat ser caixera, comets moltes faltes d'hortografa. La mona encara que es vestisca de seda bonica es queda. Això ho entens o tampoc.	VIOLENT	SI	MODERAT	EXECUTOR	MASCLISTA	['La mona encara que es vestisca de seda bonica es queda']
594	tweet76_1593278697146138624	"@HhijosdePutin Jajajaja si no sap que dir d'Ayuso : ""yyyy, mmmmm, yyyyy, bo, que us agraïsc molt.."". En fi, fàstic infinit, no passe pel seu canal ni sense voler (i per cap)."	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fàstic infinit']
850	tweet59_1235189808105914369	@laSextaTV @fercar13dic Ni ha de retractar-se, perquè ha dit la veritat.	NOVIOLENTO	NO				[]
187	tweet14_1234977055529304066	@laSextaTV D'acord amb ella , ja només veig la  sisena quan em canvien la sintaxi dels canals;ni un segon em quede.	NOVIOLENTO	NO				[]
1059	tweet19_1593596191140454402	@Puntual24H I que li importa a ningú la vida sexual d'Ayuso? Aquesta és que habr volgut alguna cosa amb ella i no ha pogut i es vinga.  Em fa fàstic la poltica d'aquest pas. Tot no val i menys faltar al respecte i insultar. Partit de molta igualtat i de poc respectar. Us desacreditis  sols.	VIOLENT	SI	MODERAT	PASSIU	ALTRE	['Em fa fàstic la poltica d'aquest pas']
1201	tweet15_1591909785380999168	Dir assassina a Ayuso és de forma no irnica molt de defensar drets i té molt a veure amb una tendència ideolgica anomenada 'no ser un fill de la gran puta'. https://t.co/1bhif35bxk	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['assassina', 'fill de la gran puta']
2545	tweet36_1235201729186193410	@IreneMontero UFF! Vaja tontera. Si vol la ministra dir que res justifica una agresin sexual, que ho diga as.  Per higiene mental, millor beure amb responsabilitat. L'alcohol perjudica la salut, si beus no conduïsques, si ests borratxa cerca ajuda.	NOVIOLENTO	NO				[]
2429	tweet61_990734291209412608	No culpes a ningú dels teus fracassos en la vida.. madura, que et serveix que t'avienten tantes pedres, si vas error rere error  #Fracassada	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fracassada']
348	tweet61_1592563465356709889	"@europapress Em fa gràcia:  - ""Amb una deguda formacin en perspectiva de gnero"" Com si la ""Perspectiva de gnero"" fóra una ciència i no una amalgama de gansadas demagogues.  No han treballat en la seua PUTA vida i donen lliçons a jutges de cmo fer el seu treball.  En fi, que Ayuso dimisin"	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['en la seua PUTA vida']
2810	tweet49_990007505144221696	@joseantoniokast Tot indica que la Inoperant @mbachelet tambin dedicar el temps d'oci a unflar les pilotes al govern de @sebastianpinera , andate després a la @ONU_és NEFASTA. #NadieTeQuiere	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Inoperant', 'NEFASTA', '#NadieTeQuiere']
2169	tweet62_1235110605108862977	@laSextaTV X q ho farà si porta tota la razn. La sisena aquesta al servei de PSOE i podem	NOVIOLENTO	NO				[]
2201	tweet17_1235313506813202435	@IreneMontero I amb aquest MASCLISTA que es defineix as mateix com psicpata que fem???.  https://t.co/ts4exuoq0s	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['MASCLISTA', 'psicpata']
586	tweet68_1592519569587204096	@acompanado_l'Ayuso és la puta mestressa all en el seu món, els té por a aquesta psicpata, com si no roben milers d'euros i ni s'immuten és ms és presidenta d'una comunitat, com roben ms pastura igual arriba a presidenta de govern	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['psicpata']
1087	tweet55_1591843026154184705	@geroMdE @BenderOfuscado Mes madrid i el psoe estaven separats. Normal q el mes votat fóra blau.  Chorrada de grafico. Veurem en les proximas l'ostia d'ayuso.  Puta Emperadriu que no arriba ni a portaveu d'un gos de merda.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['l'ostia', 'Puta', 'gos de merda']
844	tweet50_1235270032965406723	@laSextaTV Els mitjans de comunicacin han venut als diners però no sols la sisena . Tota la razn @cayetanaAT .	NOVIOLENTO	NO				[]
1701	tweet89_1235504712839057413	@laSextaTV @cayetanaAT Totalment d'acord amb ella...sou un focus de desinformacin...ferreras àlies tres capes de calçotets!!	NOVIOLENTO	NO				[]
1419	tweet62_1235224579284406274	@laSextaTV Esquerra Afonada amenaçant   https://t.co/kxnosfn8ss  Sou fem desinformativa #Fem https://t.co/4ot9lxjjni	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['Esquerra Afonada', 'fem']
1632	tweet93_1234865349532758017	@laSextaTV Tota la razn	NOVIOLENTO	NO				[]
762	tweet22_1235466596900102157	@IreneMontero Eres la vergenza de les dones.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Eres la vergenza']
1953	tweet40_1591894264404918272	@a_lacutre Jo he estat en la manifestacin amb quatre mdicos que són ms de dretes que l'aixeta de l'aigua fra. Morts de fàstic amb molt del que ens envoltava, sens dubte, però ah vam estar. I abans que (tornar a) votar a Ayuso, ens tallem la mà.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Morts de fàstic', 'ens tallem la mà']
743	tweet90_1234971495442468864	@laSextaTV Igual, dic jo que és possible que li empare la Llibertat d'Expresin i d'Opinin i fins i tot fins siga possible que tinga un criteri que cal acceptar i sobretot respectar.	NOVIOLENTO	NO				[]
1171	tweet79_1235639640905994241	@IreneMontero I amb aquest MASCLISTA que es defineix as mateix com psicpata que fem???.  https://t.co/ts4exuoq0s	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['MASCLISTA', 'psicpata']
1890	tweet53_1234888605832708099	@laSextaTV No aquesta sola a denunciar-ho, vostès no són un mitjà de comunicacin són un quiosquet anti sistema que fa fàstic.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fa fàstic']
2554	tweet53_1235837291362258944	@laSextaTV No sols ha dit això, posar la seqüència completa, sectaris https://t.co/wu1vbxv31l	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sectaris']
2068	tweet96_1235490121190756353	@IreneMontero El teu a casa vas borratxa no? O ms bé sales	NOVIOLENTO	NO				[]
1303	tweet29_1592110380717060097	@MarioGarcesSan Bueno, una puta és aquella dona que embene la seua autoestima, els seus principis morals i el seu ser al millor postor i per diners.  No obstant això Ayuso...... ...ehmmm...., És a dir,.....Que...esooo.....hmmm... Vaja, que tard s'ha fet,... em vaig que tinc que... passejar al gat, això.!	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['puta']
1774	tweet86_1235131382285860865	@laSextaTV La sisena és merda Ferreras és un fastigós	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['és merda', 'fastigós']
646	tweet55_1235105372131622913	@laSextaTV Lnea Editorial de la sisena... Marx periodisme.... No sou sectaris? Se us veu el plomall i els bitllets des de lluny. lvarez de Toledo té tota la razn. #DanVerguenza #troleros #trilers https://t.co/c2l9sprbe5	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['DanVerguenza', 'troleros', 'trilers']
117	tweet8_1235946562301329408	@laSextaTV @cayetanaAT M'alegre que no es retracte perquè té tota la razn... Que poc us agrada la llibertat d'expresin quan l'opinin és contrària a la vostra	NOVIOLENTO	NO				[]
553	tweet28_1592045743820673025	@veronicafumanal I no est manipulant per a res, és ms que evident que la manifestacin d'ahir va ser en contra d'Ayuso. A aqueixos putes activistes els importa un rave la sanitat que per cert, a Madrid és de les millors i no es compara amb les comunitats on governa la puta esquerra	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['putes activistes', 'la puta']
